x_id,choice,outcome,subjID
62d17e24b21b3d098001bf7c104,2,1,pu348kGy
62d17e24b21b3d098001bf7c105,1,1,pu348kGy
62d17e24b21b3d098001bf7c106,2,1,pu348kGy
62d17e24b21b3d098001bf7c107,1,1,pu348kGy
62d17e24b21b3d098001bf7c108,2,1,pu348kGy
62d17e24b21b3d098001bf7c109,2,0,pu348kGy
62d17e24b21b3d098001bf7c110,2,1,pu348kGy
62d17e24b21b3d098001bf7c111,1,0,pu348kGy
62d17e24b21b3d098001bf7c112,1,1,pu348kGy
62d17e24b21b3d098001bf7c113,2,0,pu348kGy
62d17e24b21b3d098001bf7c114,2,1,pu348kGy
62d17e24b21b3d098001bf7c115,1,0,pu348kGy
62d17e24b21b3d098001bf7c116,1,1,pu348kGy
62d17e24b21b3d098001bf7c117,2,1,pu348kGy
62d17e24b21b3d098001bf7c118,1,0,pu348kGy
62d17e24b21b3d098001bf7c119,2,0,pu348kGy
62d197d118e6375ec5e4f10a0,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a1,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a2,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a3,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a4,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a5,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a6,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a7,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a8,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a9,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a10,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a11,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a12,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a13,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a14,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a15,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a16,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a17,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a18,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a19,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a20,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a21,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a22,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a23,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a24,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a25,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a26,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a27,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a28,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a29,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a30,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a31,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a32,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a33,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a34,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a35,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a36,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a37,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a38,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a39,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a40,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a41,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a42,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a43,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a44,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a45,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a46,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a47,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a48,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a49,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a50,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a51,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a52,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a53,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a54,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a55,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a56,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a57,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a58,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a59,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a60,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a61,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a62,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a63,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a64,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a65,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a66,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a67,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a68,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a69,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a70,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a71,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a72,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a73,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a74,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a75,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a76,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a77,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a78,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a79,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a80,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a81,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a82,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a83,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a84,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a85,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a86,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a87,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a88,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a89,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a90,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a91,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a92,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a93,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a94,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a95,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a96,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a97,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a98,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a99,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a100,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a101,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a102,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a103,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a104,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a105,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a106,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a107,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a108,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a109,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a110,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a111,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a112,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a113,2,0,6bDzmDeF
62d197d118e6375ec5e4f10a114,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a115,2,1,6bDzmDeF
62d197d118e6375ec5e4f10a116,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a117,1,1,6bDzmDeF
62d197d118e6375ec5e4f10a118,1,0,6bDzmDeF
62d197d118e6375ec5e4f10a119,1,1,6bDzmDeF
62d2b3a362e7fa5803fb7ece0,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece1,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece2,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece3,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece4,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece5,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece6,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece7,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece8,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece9,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece10,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece11,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece12,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece13,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece14,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece15,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece16,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece17,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece18,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece19,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece20,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece21,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece22,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece23,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece24,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece25,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece26,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece27,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece28,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece29,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece30,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece31,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece32,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece33,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece34,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece35,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece36,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece37,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece38,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece39,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece40,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece41,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece42,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece43,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece44,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece45,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece46,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece47,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece48,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece49,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece50,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece51,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece52,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece53,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece54,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece55,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece56,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece57,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece58,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece59,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece60,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece61,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece62,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece63,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece64,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece65,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece66,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece67,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece68,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece69,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece70,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece71,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece72,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece73,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece74,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece75,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece76,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece77,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece78,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece79,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece80,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece81,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece82,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece83,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece84,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece85,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece86,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece87,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece88,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece89,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece90,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece91,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece92,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece93,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece94,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece95,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece96,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece97,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece98,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece99,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece100,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece101,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece102,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece103,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece104,1,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece105,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece106,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece107,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece108,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece109,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece110,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece111,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece112,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece113,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece114,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece115,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece116,1,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece117,2,1,GEPcLlAA
62d2b3a362e7fa5803fb7ece118,2,0,GEPcLlAA
62d2b3a362e7fa5803fb7ece119,2,0,GEPcLlAA
62d3ea3cf70b9e0d2b70e2570,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e2571,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e2572,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e2573,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e2574,2,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e2575,2,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e2576,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e2577,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e2578,2,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e2579,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25710,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25711,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25712,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25713,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25714,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25715,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25716,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25717,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25718,2,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25719,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25720,2,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25721,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25722,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25723,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25724,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25725,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25726,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25727,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25728,2,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25729,2,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25730,2,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25731,2,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25732,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25733,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25734,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25735,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25736,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25737,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25738,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25739,2,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25740,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25741,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25742,2,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25743,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25744,2,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25745,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25746,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25747,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25748,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25749,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25750,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25751,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25752,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25753,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25754,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25755,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25756,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25757,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25758,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25759,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25760,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25761,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25762,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25763,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25764,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25765,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25766,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25767,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25768,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25769,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25770,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25771,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25772,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25773,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25774,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25775,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25776,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25777,1,0,HxgiUYtD
62d3ea3cf70b9e0d2b70e25778,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25779,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25780,1,1,HxgiUYtD
62d3ea3cf70b9e0d2b70e25781,1,1,HxgiUYtD
